ID	Emoji	Code	Hex	Decimal	HTML entity hex	HTML entity decimal	URL encode	JS encode	Markdown	Name (English)
179	👋🏻	U+1F44B U+1F3FB	1F44B 1F3FB	128075 127995	&#x1F44B;&#x1F3FB;	&#128075;&#127995;	%F0%9F%91%8B%F0%9F%8F%BB	\ud83d\udc4b\ud83c\udffb		waving hand: light skin tone
180	👋🏼	U+1F44B U+1F3FC	1F44B 1F3FC	128075 127996	&#x1F44B;&#x1F3FC;	&#128075;&#127996;	%F0%9F%91%8B%F0%9F%8F%BC	\ud83d\udc4b\ud83c\udffc		waving hand: medium-light skin tone
181	👋🏽	U+1F44B U+1F3FD	1F44B 1F3FD	128075 127997	&#x1F44B;&#x1F3FD;	&#128075;&#127997;	%F0%9F%91%8B%F0%9F%8F%BD	\ud83d\udc4b\ud83c\udffd		waving hand: medium skin tone
182	👋🏾	U+1F44B U+1F3FE	1F44B 1F3FE	128075 127998	&#x1F44B;&#x1F3FE;	&#128075;&#127998;	%F0%9F%91%8B%F0%9F%8F%BE	\ud83d\udc4b\ud83c\udffe		waving hand: medium-dark skin tone
183	👋🏿	U+1F44B U+1F3FF	1F44B 1F3FF	128075 127999	&#x1F44B;&#x1F3FF;	&#128075;&#127999;	%F0%9F%91%8B%F0%9F%8F%BF	\ud83d\udc4b\ud83c\udfff		waving hand: dark skin tone
184	🖐️	U+1F590 U+FE0F	1F590 FE0F	128400 65039	&#x1F590;&#xFE0F;	&#128400;&#65039;	%F0%9F%96%90%EF%B8%8F	\ud83d\udd90\ufe0f		hand with fingers splayed
185	🖐🏻	U+1F590 U+1F3FB	1F590 1F3FB	128400 127995	&#x1F590;&#x1F3FB;	&#128400;&#127995;	%F0%9F%96%90%F0%9F%8F%BB	\ud83d\udd90\ud83c\udffb		hand with fingers splayed: light skin tone
186	🖐🏼	U+1F590 U+1F3FC	1F590 1F3FC	128400 127996	&#x1F590;&#x1F3FC;	&#128400;&#127996;	%F0%9F%96%90%F0%9F%8F%BC	\ud83d\udd90\ud83c\udffc		hand with fingers splayed: medium-light skin tone
187	🖐🏽	U+1F590 U+1F3FD	1F590 1F3FD	128400 127997	&#x1F590;&#x1F3FD;	&#128400;&#127997;	%F0%9F%96%90%F0%9F%8F%BD	\ud83d\udd90\ud83c\udffd		hand with fingers splayed: medium skin tone
188	🖐🏾	U+1F590 U+1F3FE	1F590 1F3FE	128400 127998	&#x1F590;&#x1F3FE;	&#128400;&#127998;	%F0%9F%96%90%F0%9F%8F%BE	\ud83d\udd90\ud83c\udffe		hand with fingers splayed: medium-dark skin tone
189	🖐🏿	U+1F590 U+1F3FF	1F590 1F3FF	128400 127999	&#x1F590;&#x1F3FF;	&#128400;&#127999;	%F0%9F%96%90%F0%9F%8F%BF	\ud83d\udd90\ud83c\udfff		hand with fingers splayed: dark skin tone
190	🖖	U+1F596	1F596	128406	&#x1F596;	&#128406;	%F0%9F%96%96	\ud83d\udd96	:vulcan_salute:	vulcan salute
191	🖖🏻	U+1F596 U+1F3FB	1F596 1F3FB	128406 127995	&#x1F596;&#x1F3FB;	&#128406;&#127995;	%F0%9F%96%96%F0%9F%8F%BB	\ud83d\udd96\ud83c\udffb		vulcan salute: light skin tone
192	🖖🏼	U+1F596 U+1F3FC	1F596 1F3FC	128406 127996	&#x1F596;&#x1F3FC;	&#128406;&#127996;	%F0%9F%96%96%F0%9F%8F%BC	\ud83d\udd96\ud83c\udffc		vulcan salute: medium-light skin tone
193	🖖🏽	U+1F596 U+1F3FD	1F596 1F3FD	128406 127997	&#x1F596;&#x1F3FD;	&#128406;&#127997;	%F0%9F%96%96%F0%9F%8F%BD	\ud83d\udd96\ud83c\udffd		vulcan salute: medium skin tone
194	🖖🏾	U+1F596 U+1F3FE	1F596 1F3FE	128406 127998	&#x1F596;&#x1F3FE;	&#128406;&#127998;	%F0%9F%96%96%F0%9F%8F%BE	\ud83d\udd96\ud83c\udffe		vulcan salute: medium-dark skin tone
195	🖖🏿	U+1F596 U+1F3FF	1F596 1F3FF	128406 127999	&#x1F596;&#x1F3FF;	&#128406;&#127999;	%F0%9F%96%96%F0%9F%8F%BF	\ud83d\udd96\ud83c\udfff		vulcan salute: dark skin tone
196	🤚	U+1F91A	1F91A	129306	&#x1F91A;	&#129306;	%F0%9F%A4%9A	\ud83e\udd1a	:raised_back_of_hand:	raised back of hand
197	🤚🏻	U+1F91A U+1F3FB	1F91A 1F3FB	129306 127995	&#x1F91A;&#x1F3FB;	&#129306;&#127995;	%F0%9F%A4%9A%F0%9F%8F%BB	\ud83e\udd1a\ud83c\udffb		raised back of hand: light skin tone
198	🤚🏼	U+1F91A U+1F3FC	1F91A 1F3FC	129306 127996	&#x1F91A;&#x1F3FC;	&#129306;&#127996;	%F0%9F%A4%9A%F0%9F%8F%BC	\ud83e\udd1a\ud83c\udffc		raised back of hand: medium-light skin tone
199	🤚🏽	U+1F91A U+1F3FD	1F91A 1F3FD	129306 127997	&#x1F91A;&#x1F3FD;	&#129306;&#127997;	%F0%9F%A4%9A%F0%9F%8F%BD	\ud83e\udd1a\ud83c\udffd		raised back of hand: medium skin tone
200	🤚🏾	U+1F91A U+1F3FE	1F91A 1F3FE	129306 127998	&#x1F91A;&#x1F3FE;	&#129306;&#127998;	%F0%9F%A4%9A%F0%9F%8F%BE	\ud83e\udd1a\ud83c\udffe		raised back of hand: medium-dark skin tone
201	🤚🏿	U+1F91A U+1F3FF	1F91A 1F3FF	129306 127999	&#x1F91A;&#x1F3FF;	&#129306;&#127999;	%F0%9F%A4%9A%F0%9F%8F%BF	\ud83e\udd1a\ud83c\udfff		raised back of hand: dark skin tone
202	🫱	U+1FAF1	1FAF1	129777	&#x1FAF1;	&#129777;	%F0%9F%AB%B1	\ud83e\udef1		rightwards hand
203	🫱🏻	U+1FAF1 U+1F3FB	1FAF1 1F3FB	129777 127995	&#x1FAF1;&#x1F3FB;	&#129777;&#127995;	%F0%9F%AB%B1%F0%9F%8F%BB	\ud83e\udef1\ud83c\udffb		rightwards hand: light skin tone
204	🫱🏼	U+1FAF1 U+1F3FC	1FAF1 1F3FC	129777 127996	&#x1FAF1;&#x1F3FC;	&#129777;&#127996;	%F0%9F%AB%B1%F0%9F%8F%BC	\ud83e\udef1\ud83c\udffc		rightwards hand: medium-light skin tone
205	🫱🏽	U+1FAF1 U+1F3FD	1FAF1 1F3FD	129777 127997	&#x1FAF1;&#x1F3FD;	&#129777;&#127997;	%F0%9F%AB%B1%F0%9F%8F%BD	\ud83e\udef1\ud83c\udffd		rightwards hand: medium skin tone
206	🫱🏾	U+1FAF1 U+1F3FE	1FAF1 1F3FE	129777 127998	&#x1FAF1;&#x1F3FE;	&#129777;&#127998;	%F0%9F%AB%B1%F0%9F%8F%BE	\ud83e\udef1\ud83c\udffe		rightwards hand: medium-dark skin tone
207	🫱🏿	U+1FAF1 U+1F3FF	1FAF1 1F3FF	129777 127999	&#x1FAF1;&#x1F3FF;	&#129777;&#127999;	%F0%9F%AB%B1%F0%9F%8F%BF	\ud83e\udef1\ud83c\udfff		rightwards hand: dark skin tone
208	🫲	U+1FAF2	1FAF2	129778	&#x1FAF2;	&#129778;	%F0%9F%AB%B2	\ud83e\udef2		leftwards hand
209	🫲🏻	U+1FAF2 U+1F3FB	1FAF2 1F3FB	129778 127995	&#x1FAF2;&#x1F3FB;	&#129778;&#127995;	%F0%9F%AB%B2%F0%9F%8F%BB	\ud83e\udef2\ud83c\udffb		leftwards hand: light skin tone
210	🫲🏼	U+1FAF2 U+1F3FC	1FAF2 1F3FC	129778 127996	&#x1FAF2;&#x1F3FC;	&#129778;&#127996;	%F0%9F%AB%B2%F0%9F%8F%BC	\ud83e\udef2\ud83c\udffc		leftwards hand: medium-light skin tone
211	🫲🏽	U+1FAF2 U+1F3FD	1FAF2 1F3FD	129778 127997	&#x1FAF2;&#x1F3FD;	&#129778;&#127997;	%F0%9F%AB%B2%F0%9F%8F%BD	\ud83e\udef2\ud83c\udffd		leftwards hand: medium skin tone
212	🫲🏾	U+1FAF2 U+1F3FE	1FAF2 1F3FE	129778 127998	&#x1FAF2;&#x1F3FE;	&#129778;&#127998;	%F0%9F%AB%B2%F0%9F%8F%BE	\ud83e\udef2\ud83c\udffe		leftwards hand: medium-dark skin tone
213	🫲🏿	U+1FAF2 U+1F3FF	1FAF2 1F3FF	129778 127999	&#x1FAF2;&#x1F3FF;	&#129778;&#127999;	%F0%9F%AB%B2%F0%9F%8F%BF	\ud83e\udef2\ud83c\udfff		leftwards hand: dark skin tone
214	🫳	U+1FAF3	1FAF3	129779	&#x1FAF3;	&#129779;	%F0%9F%AB%B3	\ud83e\udef3		palm down hand
215	🫳🏻	U+1FAF3 U+1F3FB	1FAF3 1F3FB	129779 127995	&#x1FAF3;&#x1F3FB;	&#129779;&#127995;	%F0%9F%AB%B3%F0%9F%8F%BB	\ud83e\udef3\ud83c\udffb		palm down hand: light skin tone
216	🫳🏼	U+1FAF3 U+1F3FC	1FAF3 1F3FC	129779 127996	&#x1FAF3;&#x1F3FC;	&#129779;&#127996;	%F0%9F%AB%B3%F0%9F%8F%BC	\ud83e\udef3\ud83c\udffc		palm down hand: medium-light skin tone
217	🫳🏽	U+1FAF3 U+1F3FD	1FAF3 1F3FD	129779 127997	&#x1FAF3;&#x1F3FD;	&#129779;&#127997;	%F0%9F%AB%B3%F0%9F%8F%BD	\ud83e\udef3\ud83c\udffd		palm down hand: medium skin tone
218	🫳🏾	U+1FAF3 U+1F3FE	1FAF3 1F3FE	129779 127998	&#x1FAF3;&#x1F3FE;	&#129779;&#127998;	%F0%9F%AB%B3%F0%9F%8F%BE	\ud83e\udef3\ud83c\udffe		palm down hand: medium-dark skin tone
219	🫳🏿	U+1FAF3 U+1F3FF	1FAF3 1F3FF	129779 127999	&#x1FAF3;&#x1F3FF;	&#129779;&#127999;	%F0%9F%AB%B3%F0%9F%8F%BF	\ud83e\udef3\ud83c\udfff		palm down hand: dark skin tone
220	🫴	U+1FAF4	1FAF4	129780	&#x1FAF4;	&#129780;	%F0%9F%AB%B4	\ud83e\udef4		palm up hand
221	🫴🏻	U+1FAF4 U+1F3FB	1FAF4 1F3FB	129780 127995	&#x1FAF4;&#x1F3FB;	&#129780;&#127995;	%F0%9F%AB%B4%F0%9F%8F%BB	\ud83e\udef4\ud83c\udffb		palm up hand: light skin tone
222	🫴🏼	U+1FAF4 U+1F3FC	1FAF4 1F3FC	129780 127996	&#x1FAF4;&#x1F3FC;	&#129780;&#127996;	%F0%9F%AB%B4%F0%9F%8F%BC	\ud83e\udef4\ud83c\udffc		palm up hand: medium-light skin tone
223	🫴🏽	U+1FAF4 U+1F3FD	1FAF4 1F3FD	129780 127997	&#x1FAF4;&#x1F3FD;	&#129780;&#127997;	%F0%9F%AB%B4%F0%9F%8F%BD	\ud83e\udef4\ud83c\udffd		palm up hand: medium skin tone
224	🫴🏾	U+1FAF4 U+1F3FE	1FAF4 1F3FE	129780 127998	&#x1FAF4;&#x1F3FE;	&#129780;&#127998;	%F0%9F%AB%B4%F0%9F%8F%BE	\ud83e\udef4\ud83c\udffe		palm up hand: medium-dark skin tone
225	🫴🏿	U+1FAF4 U+1F3FF	1FAF4 1F3FF	129780 127999	&#x1FAF4;&#x1F3FF;	&#129780;&#127999;	%F0%9F%AB%B4%F0%9F%8F%BF	\ud83e\udef4\ud83c\udfff		palm up hand: dark skin tone
226	🫷	U+1FAF7	1FAF7	129783	&#x1FAF7;	&#129783;	%F0%9F%AB%B7	\ud83e\udef7		leftwards pushing hand
227	🫷🏻	U+1FAF7 U+1F3FB	1FAF7 1F3FB	129783 127995	&#x1FAF7;&#x1F3FB;	&#129783;&#127995;	%F0%9F%AB%B7%F0%9F%8F%BB	\ud83e\udef7\ud83c\udffb		leftwards pushing hand: light skin tone
228	🫷🏼	U+1FAF7 U+1F3FC	1FAF7 1F3FC	129783 127996	&#x1FAF7;&#x1F3FC;	&#129783;&#127996;	%F0%9F%AB%B7%F0%9F%8F%BC	\ud83e\udef7\ud83c\udffc		leftwards pushing hand: medium-light skin tone
229	🫷🏽	U+1FAF7 U+1F3FD	1FAF7 1F3FD	129783 127997	&#x1FAF7;&#x1F3FD;	&#129783;&#127997;	%F0%9F%AB%B7%F0%9F%8F%BD	\ud83e\udef7\ud83c\udffd		leftwards pushing hand: medium skin tone
230	🫷🏾	U+1FAF7 U+1F3FE	1FAF7 1F3FE	129783 127998	&#x1FAF7;&#x1F3FE;	&#129783;&#127998;	%F0%9F%AB%B7%F0%9F%8F%BE	\ud83e\udef7\ud83c\udffe		leftwards pushing hand: medium-dark skin tone
231	🫷🏿	U+1FAF7 U+1F3FF	1FAF7 1F3FF	129783 127999	&#x1FAF7;&#x1F3FF;	&#129783;&#127999;	%F0%9F%AB%B7%F0%9F%8F%BF	\ud83e\udef7\ud83c\udfff		leftwards pushing hand: dark skin tone
232	🫸	U+1FAF8	1FAF8	129784	&#x1FAF8;	&#129784;	%F0%9F%AB%B8	\ud83e\udef8		rightwards pushing hand
233	🫸🏻	U+1FAF8 U+1F3FB	1FAF8 1F3FB	129784 127995	&#x1FAF8;&#x1F3FB;	&#129784;&#127995;	%F0%9F%AB%B8%F0%9F%8F%BB	\ud83e\udef8\ud83c\udffb		rightwards pushing hand: light skin tone
234	🫸🏼	U+1FAF8 U+1F3FC	1FAF8 1F3FC	129784 127996	&#x1FAF8;&#x1F3FC;	&#129784;&#127996;	%F0%9F%AB%B8%F0%9F%8F%BC	\ud83e\udef8\ud83c\udffc		rightwards pushing hand: medium-light skin tone
235	🫸🏽	U+1FAF8 U+1F3FD	1FAF8 1F3FD	129784 127997	&#x1FAF8;&#x1F3FD;	&#129784;&#127997;	%F0%9F%AB%B8%F0%9F%8F%BD	\ud83e\udef8\ud83c\udffd		rightwards pushing hand: medium skin tone
236	🫸🏾	U+1FAF8 U+1F3FE	1FAF8 1F3FE	129784 127998	&#x1FAF8;&#x1F3FE;	&#129784;&#127998;	%F0%9F%AB%B8%F0%9F%8F%BE	\ud83e\udef8\ud83c\udffe		rightwards pushing hand: medium-dark skin tone
237	🫸🏿	U+1FAF8 U+1F3FF	1FAF8 1F3FF	129784 127999	&#x1FAF8;&#x1F3FF;	&#129784;&#127999;	%F0%9F%AB%B8%F0%9F%8F%BF	\ud83e\udef8\ud83c\udfff		rightwards pushing hand: dark skin tone
238	✌️	U+270C U+FE0F	270C FE0F	9996 65039	&#x270C;&#xFE0F;	&#9996;&#65039;	%E2%9C%8C%EF%B8%8F	\u270c\ufe0f		victory hand
239	✌🏻	U+270C U+1F3FB	270C 1F3FB	9996 127995	&#x270C;&#x1F3FB;	&#9996;&#127995;	%E2%9C%8C%F0%9F%8F%BB	\u270c\ud83c\udffb		victory hand: light skin tone
240	✌🏼	U+270C U+1F3FC	270C 1F3FC	9996 127996	&#x270C;&#x1F3FC;	&#9996;&#127996;	%E2%9C%8C%F0%9F%8F%BC	\u270c\ud83c\udffc		victory hand: medium-light skin tone
241	✌🏽	U+270C U+1F3FD	270C 1F3FD	9996 127997	&#x270C;&#x1F3FD;	&#9996;&#127997;	%E2%9C%8C%F0%9F%8F%BD	\u270c\ud83c\udffd		victory hand: medium skin tone
242	✌🏾	U+270C U+1F3FE	270C 1F3FE	9996 127998	&#x270C;&#x1F3FE;	&#9996;&#127998;	%E2%9C%8C%F0%9F%8F%BE	\u270c\ud83c\udffe		victory hand: medium-dark skin tone
243	✌🏿	U+270C U+1F3FF	270C 1F3FF	9996 127999	&#x270C;&#x1F3FF;	&#9996;&#127999;	%E2%9C%8C%F0%9F%8F%BF	\u270c\ud83c\udfff		victory hand: dark skin tone
244	👌	U+1F44C	1F44C	128076	&#x1F44C;	&#128076;	%F0%9F%91%8C	\ud83d\udc4c	:ok_hand:	OK hand
245	👌🏻	U+1F44C U+1F3FB	1F44C 1F3FB	128076 127995	&#x1F44C;&#x1F3FB;	&#128076;&#127995;	%F0%9F%91%8C%F0%9F%8F%BB	\ud83d\udc4c\ud83c\udffb		OK hand: light skin tone
246	👌🏼	U+1F44C U+1F3FC	1F44C 1F3FC	128076 127996	&#x1F44C;&#x1F3FC;	&#128076;&#127996;	%F0%9F%91%8C%F0%9F%8F%BC	\ud83d\udc4c\ud83c\udffc		OK hand: medium-light skin tone
247	👌🏽	U+1F44C U+1F3FD	1F44C 1F3FD	128076 127997	&#x1F44C;&#x1F3FD;	&#128076;&#127997;	%F0%9F%91%8C%F0%9F%8F%BD	\ud83d\udc4c\ud83c\udffd		OK hand: medium skin tone
248	👌🏾	U+1F44C U+1F3FE	1F44C 1F3FE	128076 127998	&#x1F44C;&#x1F3FE;	&#128076;&#127998;	%F0%9F%91%8C%F0%9F%8F%BE	\ud83d\udc4c\ud83c\udffe		OK hand: medium-dark skin tone
249	👌🏿	U+1F44C U+1F3FF	1F44C 1F3FF	128076 127999	&#x1F44C;&#x1F3FF;	&#128076;&#127999;	%F0%9F%91%8C%F0%9F%8F%BF	\ud83d\udc4c\ud83c\udfff		OK hand: dark skin tone
250	🤌	U+1F90C	1F90C	129292	&#x1F90C;	&#129292;	%F0%9F%A4%8C	\ud83e\udd0c	:pinched_fingers:	pinched fingers
251	🤌🏻	U+1F90C U+1F3FB	1F90C 1F3FB	129292 127995	&#x1F90C;&#x1F3FB;	&#129292;&#127995;	%F0%9F%A4%8C%F0%9F%8F%BB	\ud83e\udd0c\ud83c\udffb		pinched fingers: light skin tone
252	🤌🏼	U+1F90C U+1F3FC	1F90C 1F3FC	129292 127996	&#x1F90C;&#x1F3FC;	&#129292;&#127996;	%F0%9F%A4%8C%F0%9F%8F%BC	\ud83e\udd0c\ud83c\udffc		pinched fingers: medium-light skin tone
253	🤌🏽	U+1F90C U+1F3FD	1F90C 1F3FD	129292 127997	&#x1F90C;&#x1F3FD;	&#129292;&#127997;	%F0%9F%A4%8C%F0%9F%8F%BD	\ud83e\udd0c\ud83c\udffd		pinched fingers: medium skin tone
254	🤌🏾	U+1F90C U+1F3FE	1F90C 1F3FE	129292 127998	&#x1F90C;&#x1F3FE;	&#129292;&#127998;	%F0%9F%A4%8C%F0%9F%8F%BE	\ud83e\udd0c\ud83c\udffe		pinched fingers: medium-dark skin tone
255	🤌🏿	U+1F90C U+1F3FF	1F90C 1F3FF	129292 127999	&#x1F90C;&#x1F3FF;	&#129292;&#127999;	%F0%9F%A4%8C%F0%9F%8F%BF	\ud83e\udd0c\ud83c\udfff		pinched fingers: dark skin tone
256	🤏	U+1F90F	1F90F	129295	&#x1F90F;	&#129295;	%F0%9F%A4%8F	\ud83e\udd0f	:pinching_hand:	pinching hand
257	🤏🏻	U+1F90F U+1F3FB	1F90F 1F3FB	129295 127995	&#x1F90F;&#x1F3FB;	&#129295;&#127995;	%F0%9F%A4%8F%F0%9F%8F%BB	\ud83e\udd0f\ud83c\udffb		pinching hand: light skin tone
258	🤏🏼	U+1F90F U+1F3FC	1F90F 1F3FC	129295 127996	&#x1F90F;&#x1F3FC;	&#129295;&#127996;	%F0%9F%A4%8F%F0%9F%8F%BC	\ud83e\udd0f\ud83c\udffc		pinching hand: medium-light skin tone
259	🤏🏽	U+1F90F U+1F3FD	1F90F 1F3FD	129295 127997	&#x1F90F;&#x1F3FD;	&#129295;&#127997;	%F0%9F%A4%8F%F0%9F%8F%BD	\ud83e\udd0f\ud83c\udffd		pinching hand: medium skin tone
260	🤏🏾	U+1F90F U+1F3FE	1F90F 1F3FE	129295 127998	&#x1F90F;&#x1F3FE;	&#129295;&#127998;	%F0%9F%A4%8F%F0%9F%8F%BE	\ud83e\udd0f\ud83c\udffe		pinching hand: medium-dark skin tone
261	🤏🏿	U+1F90F U+1F3FF	1F90F 1F3FF	129295 127999	&#x1F90F;&#x1F3FF;	&#129295;&#127999;	%F0%9F%A4%8F%F0%9F%8F%BF	\ud83e\udd0f\ud83c\udfff		pinching hand: dark skin tone
262	🤘	U+1F918	1F918	129304	&#x1F918;	&#129304;	%F0%9F%A4%98	\ud83e\udd18	:metal:	sign of the horns
263	🤘🏻	U+1F918 U+1F3FB	1F918 1F3FB	129304 127995	&#x1F918;&#x1F3FB;	&#129304;&#127995;	%F0%9F%A4%98%F0%9F%8F%BB	\ud83e\udd18\ud83c\udffb		sign of the horns: light skin tone
264	🤘🏼	U+1F918 U+1F3FC	1F918 1F3FC	129304 127996	&#x1F918;&#x1F3FC;	&#129304;&#127996;	%F0%9F%A4%98%F0%9F%8F%BC	\ud83e\udd18\ud83c\udffc		sign of the horns: medium-light skin tone
265	🤘🏽	U+1F918 U+1F3FD	1F918 1F3FD	129304 127997	&#x1F918;&#x1F3FD;	&#129304;&#127997;	%F0%9F%A4%98%F0%9F%8F%BD	\ud83e\udd18\ud83c\udffd		sign of the horns: medium skin tone
266	🤘🏾	U+1F918 U+1F3FE	1F918 1F3FE	129304 127998	&#x1F918;&#x1F3FE;	&#129304;&#127998;	%F0%9F%A4%98%F0%9F%8F%BE	\ud83e\udd18\ud83c\udffe		sign of the horns: medium-dark skin tone
267	🤘🏿	U+1F918 U+1F3FF	1F918 1F3FF	129304 127999	&#x1F918;&#x1F3FF;	&#129304;&#127999;	%F0%9F%A4%98%F0%9F%8F%BF	\ud83e\udd18\ud83c\udfff		sign of the horns: dark skin tone
268	🤙	U+1F919	1F919	129305	&#x1F919;	&#129305;	%F0%9F%A4%99	\ud83e\udd19	:call_me_hand:	call me hand
269	🤙🏻	U+1F919 U+1F3FB	1F919 1F3FB	129305 127995	&#x1F919;&#x1F3FB;	&#129305;&#127995;	%F0%9F%A4%99%F0%9F%8F%BB	\ud83e\udd19\ud83c\udffb		call me hand: light skin tone
270	🤙🏼	U+1F919 U+1F3FC	1F919 1F3FC	129305 127996	&#x1F919;&#x1F3FC;	&#129305;&#127996;	%F0%9F%A4%99%F0%9F%8F%BC	\ud83e\udd19\ud83c\udffc		call me hand: medium-light skin tone
271	🤙🏽	U+1F919 U+1F3FD	1F919 1F3FD	129305 127997	&#x1F919;&#x1F3FD;	&#129305;&#127997;	%F0%9F%A4%99%F0%9F%8F%BD	\ud83e\udd19\ud83c\udffd		call me hand: medium skin tone
272	🤙🏾	U+1F919 U+1F3FE	1F919 1F3FE	129305 127998	&#x1F919;&#x1F3FE;	&#129305;&#127998;	%F0%9F%A4%99%F0%9F%8F%BE	\ud83e\udd19\ud83c\udffe		call me hand: medium-dark skin tone
273	🤙🏿	U+1F919 U+1F3FF	1F919 1F3FF	129305 127999	&#x1F919;&#x1F3FF;	&#129305;&#127999;	%F0%9F%A4%99%F0%9F%8F%BF	\ud83e\udd19\ud83c\udfff		call me hand: dark skin tone
274	🤞	U+1F91E	1F91E	129310	&#x1F91E;	&#129310;	%F0%9F%A4%9E	\ud83e\udd1e	:crossed_fingers:	crossed fingers
275	🤞🏻	U+1F91E U+1F3FB	1F91E 1F3FB	129310 127995	&#x1F91E;&#x1F3FB;	&#129310;&#127995;	%F0%9F%A4%9E%F0%9F%8F%BB	\ud83e\udd1e\ud83c\udffb		crossed fingers: light skin tone
276	🤞🏼	U+1F91E U+1F3FC	1F91E 1F3FC	129310 127996	&#x1F91E;&#x1F3FC;	&#129310;&#127996;	%F0%9F%A4%9E%F0%9F%8F%BC	\ud83e\udd1e\ud83c\udffc		crossed fingers: medium-light skin tone
277	🤞🏽	U+1F91E U+1F3FD	1F91E 1F3FD	129310 127997	&#x1F91E;&#x1F3FD;	&#129310;&#127997;	%F0%9F%A4%9E%F0%9F%8F%BD	\ud83e\udd1e\ud83c\udffd		crossed fingers: medium skin tone
278	🤞🏾	U+1F91E U+1F3FE	1F91E 1F3FE	129310 127998	&#x1F91E;&#x1F3FE;	&#129310;&#127998;	%F0%9F%A4%9E%F0%9F%8F%BE	\ud83e\udd1e\ud83c\udffe		crossed fingers: medium-dark skin tone
279	🤞🏿	U+1F91E U+1F3FF	1F91E 1F3FF	129310 127999	&#x1F91E;&#x1F3FF;	&#129310;&#127999;	%F0%9F%A4%9E%F0%9F%8F%BF	\ud83e\udd1e\ud83c\udfff		crossed fingers: dark skin tone
280	🤟	U+1F91F	1F91F	129311	&#x1F91F;	&#129311;	%F0%9F%A4%9F	\ud83e\udd1f	:love_you_gesture:	love-you gesture
281	🤟🏻	U+1F91F U+1F3FB	1F91F 1F3FB	129311 127995	&#x1F91F;&#x1F3FB;	&#129311;&#127995;	%F0%9F%A4%9F%F0%9F%8F%BB	\ud83e\udd1f\ud83c\udffb		love-you gesture: light skin tone
282	🤟🏼	U+1F91F U+1F3FC	1F91F 1F3FC	129311 127996	&#x1F91F;&#x1F3FC;	&#129311;&#127996;	%F0%9F%A4%9F%F0%9F%8F%BC	\ud83e\udd1f\ud83c\udffc		love-you gesture: medium-light skin tone
283	🤟🏽	U+1F91F U+1F3FD	1F91F 1F3FD	129311 127997	&#x1F91F;&#x1F3FD;	&#129311;&#127997;	%F0%9F%A4%9F%F0%9F%8F%BD	\ud83e\udd1f\ud83c\udffd		love-you gesture: medium skin tone
284	🤟🏾	U+1F91F U+1F3FE	1F91F 1F3FE	129311 127998	&#x1F91F;&#x1F3FE;	&#129311;&#127998;	%F0%9F%A4%9F%F0%9F%8F%BE	\ud83e\udd1f\ud83c\udffe		love-you gesture: medium-dark skin tone
285	🤟🏿	U+1F91F U+1F3FF	1F91F 1F3FF	129311 127999	&#x1F91F;&#x1F3FF;	&#129311;&#127999;	%F0%9F%A4%9F%F0%9F%8F%BF	\ud83e\udd1f\ud83c\udfff		love-you gesture: dark skin tone
286	🫰	U+1FAF0	1FAF0	129776	&#x1FAF0;	&#129776;	%F0%9F%AB%B0	\ud83e\udef0		hand with index finger and thumb crossed
287	🫰🏻	U+1FAF0 U+1F3FB	1FAF0 1F3FB	129776 127995	&#x1FAF0;&#x1F3FB;	&#129776;&#127995;	%F0%9F%AB%B0%F0%9F%8F%BB	\ud83e\udef0\ud83c\udffb		hand with index finger and thumb crossed: light skin tone
288	🫰🏼	U+1FAF0 U+1F3FC	1FAF0 1F3FC	129776 127996	&#x1FAF0;&#x1F3FC;	&#129776;&#127996;	%F0%9F%AB%B0%F0%9F%8F%BC	\ud83e\udef0\ud83c\udffc		hand with index finger and thumb crossed: medium-light skin tone
289	🫰🏽	U+1FAF0 U+1F3FD	1FAF0 1F3FD	129776 127997	&#x1FAF0;&#x1F3FD;	&#129776;&#127997;	%F0%9F%AB%B0%F0%9F%8F%BD	\ud83e\udef0\ud83c\udffd		hand with index finger and thumb crossed: medium skin tone
290	🫰🏾	U+1FAF0 U+1F3FE	1FAF0 1F3FE	129776 127998	&#x1FAF0;&#x1F3FE;	&#129776;&#127998;	%F0%9F%AB%B0%F0%9F%8F%BE	\ud83e\udef0\ud83c\udffe		hand with index finger and thumb crossed: medium-dark skin tone
291	🫰🏿	U+1FAF0 U+1F3FF	1FAF0 1F3FF	129776 127999	&#x1FAF0;&#x1F3FF;	&#129776;&#127999;	%F0%9F%AB%B0%F0%9F%8F%BF	\ud83e\udef0\ud83c\udfff		hand with index finger and thumb crossed: dark skin tone
292	☝️	U+261D U+FE0F	261D FE0F	9757 65039	&#x261D;&#xFE0F;	&#9757;&#65039;	%E2%98%9D%EF%B8%8F	\u261d\ufe0f		index pointing up
293	☝🏻	U+261D U+1F3FB	261D 1F3FB	9757 127995	&#x261D;&#x1F3FB;	&#9757;&#127995;	%E2%98%9D%F0%9F%8F%BB	\u261d\ud83c\udffb		index pointing up: light skin tone
294	☝🏼	U+261D U+1F3FC	261D 1F3FC	9757 127996	&#x261D;&#x1F3FC;	&#9757;&#127996;	%E2%98%9D%F0%9F%8F%BC	\u261d\ud83c\udffc		index pointing up: medium-light skin tone
